dglcalls141231
'8-TELEFONICA GUATEMALA', '22-UNITEL S.A.'     :     0, 1, 0, 0, 0, 0, 0, 3, 9, 2, 5, 5, 8, 8, 2, 6, 8, 0, 11, 7, 4, 10, 0, 0
'8-TELEFONICA GUATEMALA', '26-BNA S.A.'     :     0, 0, 0, 0, 0, 0, 1, 2, 4, 5, 4, 12, 16, 8, 6, 5, 10, 6, 6, 6, 2, 0, 2, 1
'8-TELEFONICA GUATEMALA', '34-TTISA'     :     0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 5, 0, 0, 0, 6, 0, 3, 1, 1, 2, 3, 2, 0, 0
'8-TELEFONICA GUATEMALA', '33-OPTEL'     :     0, 0, 0, 0, 0, 0, 0, 1, 4, 2, 1, 2, 4, 1, 0, 6, 0, 4, 8, 8, 3, 6, 1, 0
'8-TELEFONICA GUATEMALA', '31-DESARROLLO'     :     0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 0, 1

dglcalls141126
'Totalcalls', '20141126'     :     19232, 9412, 6462, 7035, 15929, 42957, 125686, 237469, 365142, 446123, 472428, 467590, 499975, 453320, 418560, 428234, 459435, 495962, 493029, 424337, 338217, 242822, 130211, 42430
'8-TELEFONICA GUATEMALA', '9-COMCEL'     :     2952, 1626, 1202, 1517, 3637, 9060, 28120, 57346, 89244, 108854, 114084, 113030, 113569, 103094, 98413, 101821, 108900, 114858, 112728, 95123, 72049, 45909, 20801, 6274
'8-TELEFONICA GUATEMALA', '8-TELEFONICA GUATEMALA'     :     13655, 6341, 4418, 4482, 9945, 27662, 77836, 135826, 196465, 233426, 246232, 242053, 272514, 249110, 221896, 222834, 243633, 275114, 281155, 246613, 203945, 155843, 90327, 29964
'8-TELEFONICA GUATEMALA', '11-SERCOM PCS DIGITAL'     :     2092, 1121, 652, 819, 1854, 4768, 14387, 30979, 50252, 62803, 67651, 67851, 70137, 64245, 60242, 63221, 66560, 71389, 71113, 60510, 46684, 31346, 14980, 4927
'8-TELEFONICA GUATEMALA', '5-TELGUA S.A.'     :     485, 290, 172, 203, 460, 1372, 4933, 12324, 26912, 37980, 40954, 40990, 40110, 33877, 34668, 36931, 36930, 31859, 26037, 20617, 14485, 8966, 3783, 1149
'8-TELEFONICA GUATEMALA', '19-GUATEL'     :     2, 0, 1, 0, 0, 1, 5, 5, 32, 53, 50, 63, 51, 41, 50, 56, 46, 28, 30, 17, 11, 21, 13, 3
'8-TELEFONICA GUATEMALA', '7-CABLENET S.A.'     :     34, 27, 16, 10, 29, 82, 378, 906, 2090, 2853, 3198, 3371, 3372, 2753, 3053, 3115, 3098, 2467, 1689, 1147, 740, 525, 195, 64
'8-TELEFONICA GUATEMALA', '13-CYBERNET'     :     7, 4, 1, 4, 4, 7, 10, 25, 49, 54, 78, 83, 71, 80, 82, 77, 77, 116, 108, 147, 143, 142, 73, 37
'8-TELEFONICA GUATEMALA', '22-UNITEL S.A.'     :     1, 0, 0, 0, 0, 0, 0, 1, 6, 6, 1, 9, 9, 6, 10, 16, 5, 8, 9, 12, 7, 8, 1, 3
'8-TELEFONICA GUATEMALA', '87-A T & T - LOCAL'     :     1, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 2, 2, 3, 0, 0, 3, 0, 8, 1, 2, 1, 0, 0
'8-TELEFONICA GUATEMALA', '30-TTELNORTE S.A.'     :     1, 0, 0, 0, 0, 0, 0, 4, 16, 21, 26, 17, 15, 14, 14, 18, 17, 11, 11, 12, 6, 7, 1, 1
'8-TELEFONICA GUATEMALA', '26-BNA S.A.'     :     1, 0, 0, 0, 0, 0, 1, 4, 4, 2, 11, 1, 4, 13, 16, 10, 18, 5, 0, 3, 3, 0, 5, 4
'8-TELEFONICA GUATEMALA', '35-OPERADOR NO DEFINIDO'     :     1, 1, 0, 0, 0, 3, 0, 10, 16, 12, 21, 21, 13, 23, 14, 21, 19, 22, 30, 45, 44, 12, 10, 1
'8-TELEFONICA GUATEMALA', '12-ATEL'     :     0, 1, 0, 0, 0, 2, 10, 31, 52, 54, 116, 91, 104, 58, 97, 111, 120, 79, 107, 78, 87, 39, 22, 1
'8-TELEFONICA GUATEMALA', '34-TTISA'     :     0, 0, 0, 0, 0, 0, 4, 2, 0, 2, 4, 4, 1, 0, 1, 1, 2, 3, 0, 2, 1, 0, 0, 1
'8-TELEFONICA GUATEMALA', '33-OPTEL'     :     0, 0, 0, 0, 0, 0, 1, 1, 3, 2, 2, 4, 2, 1, 4, 2, 7, 2, 4, 7, 8, 3, 0, 1
'8-TELEFONICA GUATEMALA', '31-DESARROLLO'     :     0, 0, 0, 0, 0, 0, 1, 3, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 3, 2, 0, 0, 0
'8-TELEFONICA GUATEMALA', '10-AMERICATEL'     :     0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0

dglcalls150114
'Totalcalls', '20150114'     :     15327, 7644, 5250, 6602, 14430, 39478, 110930, 222639, 343971, 430196, 461000, 454741, 479482, 434128, 414981, 423529, 441363, 460862, 481961, 423454, 342628, 259293, 134978, 44610
'8-TELEFONICA GUATEMALA', '8-TELEFONICA GUATEMALA'     :     10976, 5292, 3574, 4254, 8863, 24884, 68161, 125396, 178791, 220574, 234360, 231010, 254011, 234066, 216946, 218179, 231401, 251941, 270171, 240828, 202726, 165050, 93797, 31741
'8-TELEFONICA GUATEMALA', '11-SERCOM PCS DIGITAL'     :     1646, 862, 549, 686, 1654, 4702, 13268, 29089, 48934, 62276, 68312, 67687, 69658, 63105, 60696, 63708, 65677, 67991, 71426, 62486, 48834, 33850, 15670, 4897
'8-TELEFONICA GUATEMALA', '9-COMCEL'     :     2280, 1269, 953, 1451, 3410, 8334, 24194, 54022, 86025, 106675, 114284, 111725, 113192, 100903, 99225, 101550, 105418, 107520, 112342, 97697, 74899, 50186, 21465, 6600
'8-TELEFONICA GUATEMALA', '5-TELGUA S.A.'     :     396, 209, 158, 185, 467, 1437, 4865, 13029, 27885, 37538, 40741, 40919, 39118, 33242, 35107, 36929, 35647, 30813, 25980, 20963, 15059, 9413, 3721, 1252
